cgpa,backlogs,coding_score,aptitude_score,communication_score,projects,internships,certifications,github_contributions,leetcode_solved,hackathon,soft_skills,placement_status,placement_month
5.48,0,92,37,46,5,0,3,220,120,2,69,1,2
6.66,0,84,54,69,1,0,3,81,110,1,78,1,6
6.32,0,67,75,64,1,1,8,15,111,0,40,1,11
9.71,0,58,34,70,1,0,9,62,103,0,100,1,5
4.9,0,83,60,42,0,0,2,281,206,1,56,0,9
7.23,0,65,32,79,10,1,3,21,122,0,51,1,4
8.95,0,51,79,61,1,0,0,311,53,0,22,1,8
7.39,0,100,95,48,10,0,1,67,64,0,70,1,7
5.6,1,84,51,76,8,0,3,117,145,1,59,1,12
8.54,0,100,20,80,6,0,1,65,294,0,65,1,9
5.67,0,49,77,66,2,0,1,161,91,0,49,1,7
6.43,0,69,46,73,0,3,6,84,130,0,44,0,8
5.11,0,42,75,57,4,1,8,191,3,3,50,0,12
5.48,0,48,70,53,9,0,5,224,68,4,92,1,2
4.94,0,84,64,68,8,0,5,143,52,0,60,1,9
5.47,0,65,43,48,4,0,7,301,140,2,80,0,6
6.8,0,54,48,93,9,1,8,233,47,0,36,1,2
9.39,0,74,62,68,1,0,3,342,66,0,69,0,7
6.76,4,25,68,50,6,0,6,116,269,0,53,1,7
7.46,0,82,74,73,0,0,5,231,109,1,80,1,2
8.06,0,69,57,64,1,1,1,205,56,0,100,1,1
5.52,0,41,56,77,3,0,0,208,5,2,97,0,8
8.97,1,100,43,83,9,0,4,290,220,0,66,1,5
5.85,0,67,46,47,8,0,1,134,45,0,82,1,5
5.87,0,60,74,63,6,0,2,0,124,0,60,1,2
5.47,1,91,25,50,0,1,0,63,65,0,72,0,8
9.66,3,45,63,37,3,1,3,176,64,0,55,1,3
9.96,3,53,53,72,0,1,6,431,16,0,49,0,11
6.95,5,80,73,83,5,0,5,314,80,0,82,1,11
8.88,0,96,35,53,5,0,1,86,91,1,83,1,8
6.45,2,73,51,48,1,1,7,253,21,0,50,1,5
8.43,1,56,60,53,2,1,1,48,208,0,94,1,1
5.33,1,61,29,57,5,0,9,148,170,1,75,1,11
6.88,0,100,78,83,1,1,4,184,29,2,39,0,12
7.09,2,66,51,42,8,0,2,3,114,1,49,1,6
9.01,1,54,79,77,5,1,6,91,87,0,63,0,7
8.22,2,17,28,89,2,0,2,188,83,0,97,0,6
6.19,0,36,100,37,0,2,7,93,47,0,82,1,6
6.79,4,67,65,86,4,0,6,148,37,0,52,0,8
6.66,2,64,59,34,2,1,3,66,3,1,59,0,7
6.19,4,60,47,58,1,0,3,106,207,0,83,1,1
5.57,0,73,91,37,6,0,10,149,20,0,55,0,7
4.89,0,73,85,39,7,2,1,242,64,2,49,0,6
5.66,0,54,65,47,5,0,7,156,181,0,57,0,12
8.4,0,86,80,50,2,1,3,394,136,1,67,1,7
9.77,4,76,47,34,9,1,2,71,103,0,92,1,4
7.8,1,53,61,66,2,1,5,181,57,0,74,0,9
7.67,0,56,83,78,11,1,4,56,139,0,60,1,10
6.45,2,82,53,74,5,0,6,105,51,0,32,0,10
6.75,0,50,45,76,6,2,6,167,125,1,77,1,7
7.57,0,55,14,48,8,0,5,66,24,0,37,1,8
5.93,0,43,65,78,3,3,2,264,90,1,54,0,12
6.43,0,78,46,60,10,3,10,128,140,2,74,1,3
5.17,0,51,77,79,6,0,3,179,19,1,83,1,7
7.86,2,85,47,99,0,0,1,53,70,1,68,1,8
9.73,4,86,35,70,4,0,1,147,126,0,74,0,12
8.68,0,78,90,45,3,0,3,423,24,1,52,1,4
9.5,1,67,39,83,3,0,2,116,171,4,50,1,10
6.92,0,51,36,77,9,0,3,46,34,0,70,1,5
9.84,0,48,73,87,4,0,1,41,167,1,71,0,9
7.45,0,74,56,68,6,3,2,55,88,0,80,0,9
6.54,0,55,52,87,3,0,0,108,113,0,46,1,11
9.0,3,86,65,89,4,1,8,173,111,0,62,1,5
8.55,3,62,14,72,9,0,5,141,117,0,58,1,2
6.7,1,68,42,82,0,1,7,260,68,1,76,1,1
9.72,1,64,59,43,2,1,5,92,115,0,69,1,7
5.25,4,84,85,43,1,0,5,52,204,3,72,0,12
4.8,4,57,44,99,9,1,3,32,107,1,42,1,5
5.45,2,68,53,39,1,0,3,77,79,0,52,1,7
5.2,4,38,30,54,6,3,2,50,74,1,76,0,9
6.31,1,10,59,71,2,1,0,116,0,1,66,1,10
5.36,1,100,50,69,0,2,5,300,148,0,76,1,2
4.96,0,73,63,79,2,1,0,31,65,1,78,1,4
9.58,0,46,98,66,8,1,1,137,100,1,57,1,8
5.09,0,59,33,53,6,0,3,29,119,0,71,0,11
5.94,0,51,66,36,5,0,2,258,56,0,74,1,12
5.72,0,47,85,43,3,0,6,183,73,2,92,1,7
8.67,0,35,58,50,7,1,1,267,104,1,47,0,7
7.76,1,59,91,60,6,1,2,271,163,0,88,1,6
6.47,0,67,56,61,1,1,5,32,43,3,61,0,11
8.07,0,86,100,66,7,1,8,90,66,0,44,1,7
8.93,3,84,83,61,0,0,4,456,53,0,49,0,8
7.09,0,68,83,15,6,0,7,169,169,0,72,0,11
5.3,0,47,29,77,1,3,7,93,201,4,52,0,6
7.11,3,68,50,46,3,1,2,135,260,0,43,1,7
6.44,2,47,89,65,4,1,5,128,37,0,55,0,9
9.3,1,74,60,39,1,0,3,166,35,2,71,1,4
6.22,0,53,79,82,1,1,3,333,88,0,62,1,12
5.64,2,54,50,38,3,3,10,95,86,1,65,0,6
6.1,1,57,50,41,4,0,1,60,12,2,69,0,7
8.49,0,84,90,66,4,1,5,303,6,0,53,1,11
5.5,0,86,100,39,2,0,2,13,59,0,58,1,1
7.45,0,61,57,71,2,0,5,58,143,0,79,1,10
9.27,0,32,59,71,0,0,3,161,101,0,65,0,7
6.32,1,64,85,73,3,1,2,33,20,0,64,0,12
9.34,4,73,70,45,4,1,3,91,91,1,78,1,12
4.8,1,93,73,28,7,1,2,220,65,1,48,1,3
5.84,2,52,32,48,1,1,5,116,151,1,29,0,6
4.58,2,82,39,60,7,0,3,106,10,0,72,0,10
8.43,0,80,100,82,1,1,4,84,16,0,100,1,2
8.57,0,43,57,74,4,0,4,381,236,1,55,1,10
6.51,1,81,69,83,6,1,8,278,45,1,63,1,4
10.0,0,80,60,58,2,0,5,47,62,5,64,1,10
9.29,0,47,25,25,2,2,0,7,94,0,80,0,8
5.89,0,57,99,63,8,0,3,150,147,1,76,1,7
5.36,1,62,51,44,10,0,0,49,43,0,51,1,4
5.48,0,60,63,47,2,0,7,207,52,3,79,0,7
7.64,0,83,73,73,11,0,5,316,109,0,100,1,12
8.5,2,53,81,55,3,1,8,212,54,1,95,0,7
6.43,3,86,24,54,3,0,1,316,124,0,78,0,11
4.81,0,58,58,76,4,0,1,56,110,0,75,0,8
5.46,2,52,31,22,1,1,6,328,46,0,45,1,2
7.69,4,87,72,86,9,0,0,285,151,0,67,1,7
7.2,3,39,34,60,6,0,1,543,114,0,27,1,7
7.43,0,42,41,56,8,0,1,84,99,0,49,0,11
9.54,0,1,88,53,3,0,5,299,65,0,53,0,6
6.13,0,100,57,46,0,0,1,100,145,0,56,1,1
9.07,0,63,42,75,0,0,1,21,29,0,71,1,9
6.54,3,74,41,65,7,3,1,24,174,3,26,1,9
6.5,3,42,70,41,8,0,8,230,92,1,55,1,5
6.34,1,88,74,39,0,0,4,170,166,1,49,1,1
9.57,0,65,78,71,3,0,0,3,114,0,59,1,5
8.04,0,45,29,84,4,0,3,190,63,1,62,1,7
9.79,1,38,51,56,0,0,1,112,32,1,76,1,2
5.8,0,53,68,75,1,0,7,29,43,0,68,1,4
9.45,4,83,79,44,2,0,2,207,178,0,77,1,4
4.75,0,59,69,66,1,0,2,102,11,0,36,0,11
5.93,1,57,11,80,0,1,2,21,67,0,53,0,9
5.9,0,80,49,21,5,1,4,167,132,0,53,0,8
5.55,5,65,79,36,0,1,3,164,33,2,55,1,5
6.28,0,100,52,50,7,0,2,14,128,0,87,0,10
5.67,5,61,53,48,5,0,1,176,86,2,60,1,4
6.92,0,71,57,76,2,0,0,158,99,0,49,1,9
6.69,0,99,56,42,5,0,2,145,53,0,39,1,7
7.81,1,100,36,47,2,0,2,159,8,0,65,0,6
9.9,1,35,97,77,0,3,0,128,38,0,48,0,9
6.96,1,77,71,59,3,0,8,255,73,4,57,0,12
7.68,0,76,73,90,2,0,4,179,40,0,80,1,1
5.49,0,77,47,33,3,0,2,160,123,2,45,0,12
8.31,1,29,84,66,9,1,1,354,128,0,83,1,9
8.67,5,65,38,63,8,1,7,24,55,2,50,1,6
9.61,3,57,61,63,8,0,5,361,92,4,53,1,8
9.5,0,42,61,76,2,0,1,1,36,1,47,0,8
8.62,2,81,47,68,0,1,0,343,61,0,39,0,8
7.43,0,73,48,87,5,0,1,107,130,1,59,0,10
7.57,0,72,61,62,7,0,1,260,119,1,79,1,9
5.17,1,69,73,43,2,1,7,115,229,0,67,0,9
5.37,5,94,44,64,1,0,1,232,104,2,77,0,8
6.82,0,78,63,81,7,1,7,37,34,0,72,0,6
6.5,1,85,30,81,7,0,8,41,3,2,88,1,7
5.95,0,66,73,48,8,0,4,231,139,0,54,1,3
9.22,4,89,51,97,4,0,4,37,3,0,74,0,6
8.53,0,75,74,63,3,3,3,135,53,0,32,1,8
7.43,0,88,83,53,2,0,0,8,66,3,57,1,11
7.44,1,54,54,26,2,1,7,301,51,0,51,1,1
7.91,1,81,41,73,7,2,0,95,38,0,69,0,8
9.38,0,70,73,79,7,0,3,78,104,0,75,1,11
4.81,5,54,64,53,3,0,0,460,38,0,66,0,7
9.07,0,59,67,20,0,0,4,109,69,4,94,0,6
8.33,5,57,50,55,3,0,8,187,129,0,52,1,2
6.85,0,66,55,31,5,2,1,36,68,0,34,1,8
4.97,2,57,64,55,5,1,0,59,82,0,73,1,7
9.11,0,77,62,43,6,0,1,252,55,0,62,0,6
8.44,4,52,88,73,2,0,6,161,77,0,65,1,7
7.97,1,70,69,57,3,0,1,154,25,1,71,0,11
7.09,2,76,45,30,4,0,5,361,147,0,89,1,3
5.95,0,97,89,58,1,0,6,108,7,3,37,1,2
5.31,0,80,78,75,6,1,6,167,125,5,72,0,9
8.3,1,72,40,74,2,0,7,199,104,0,66,1,6
9.17,0,73,75,46,1,1,7,55,64,5,100,1,6
5.99,0,62,27,66,8,1,7,232,126,4,74,1,12
4.87,0,59,26,36,0,0,1,43,36,0,72,1,10
9.93,4,84,85,76,1,0,8,203,8,0,81,1,10
6.95,0,89,69,66,3,1,5,177,78,0,73,1,7
8.34,3,34,63,38,0,1,6,299,39,0,40,0,12
5.92,1,52,49,55,7,0,0,165,71,0,76,1,6
7.18,0,54,68,61,0,0,1,42,11,0,59,1,5
8.38,0,67,61,67,8,0,0,0,115,0,65,0,12
8.61,0,67,48,30,6,0,3,316,150,4,78,1,4
6.37,0,66,52,46,3,0,0,118,18,0,81,1,6
6.52,1,53,74,40,0,0,1,15,12,0,72,0,7
5.79,0,95,76,50,2,2,2,344,18,1,78,1,1
7.17,0,62,56,43,4,2,7,216,17,0,33,1,4
9.85,2,54,55,38,3,2,4,61,115,1,36,0,12
5.86,4,71,63,20,0,1,0,213,62,1,64,1,9
7.72,0,47,36,61,8,1,9,41,40,0,96,1,5
7.57,2,79,44,84,6,0,4,13,223,0,67,1,7
5.84,1,77,75,38,3,1,1,470,42,0,50,0,10
8.76,3,84,55,66,0,1,0,5,85,0,75,1,9
9.09,0,60,65,63,0,1,2,283,197,1,40,1,9
6.9,3,71,39,64,0,1,2,262,157,0,90,1,6
7.74,3,73,50,86,5,1,8,43,187,1,61,1,3
8.1,0,45,88,59,2,1,7,209,60,1,48,1,7
4.73,0,45,31,65,2,0,0,60,82,0,68,0,8
9.27,2,59,65,60,11,0,3,35,54,1,68,1,2
7.33,0,65,73,96,9,1,2,162,100,0,78,1,4
7.64,0,33,67,100,5,1,2,271,73,4,92,1,5
9.01,1,78,64,53,2,1,0,62,119,0,51,0,8
8.32,2,75,94,92,8,0,8,225,184,2,45,1,5
8.41,4,41,80,76,5,0,0,142,55,1,61,0,12
8.08,4,100,93,64,7,0,5,35,149,5,83,1,4
8.68,1,74,46,95,3,0,2,20,35,0,55,1,1
8.43,0,30,33,69,2,1,1,217,6,1,92,0,11
9.25,0,67,33,81,4,0,2,60,224,1,64,1,3
9.91,0,50,64,47,5,1,2,55,167,0,65,1,9
6.43,0,72,56,38,0,0,5,197,1,0,90,0,10
6.28,4,83,48,25,2,3,4,159,132,1,43,1,3
9.0,0,94,24,74,4,1,7,122,115,0,77,1,12
7.86,0,66,83,63,5,0,4,279,9,0,51,0,10
6.79,0,64,65,16,1,2,1,3,67,0,62,1,7
5.78,0,53,59,29,2,0,0,6,198,3,61,1,9
9.78,0,87,46,22,2,0,7,334,163,0,93,1,5
7.82,1,64,65,51,5,0,9,361,52,0,56,0,11
6.74,1,95,34,68,0,0,8,378,90,0,75,0,6
4.58,0,61,49,80,9,1,4,231,136,0,68,0,8
7.07,0,50,96,75,8,0,5,108,214,0,80,0,8
5.22,2,61,27,57,4,0,7,66,121,0,53,1,9
6.41,0,34,75,75,7,0,6,185,60,0,94,1,12
6.8,0,48,66,45,2,1,0,257,140,0,85,1,12
6.46,0,61,38,24,3,2,0,271,202,0,19,1,9
6.53,0,85,59,54,4,0,2,110,125,0,60,0,7
5.9,1,48,76,83,1,2,2,165,6,5,62,1,3
8.02,0,69,80,70,3,0,3,323,42,3,36,1,6
9.68,2,56,59,47,11,1,0,20,103,0,61,0,11
8.21,0,53,26,60,3,0,0,170,183,3,47,0,12
5.2,0,68,56,76,0,0,1,273,43,0,80,1,7
7.95,2,61,79,73,5,1,1,187,118,4,69,1,8
5.14,3,84,51,59,11,0,2,93,28,2,75,0,12
5.7,0,56,60,62,3,2,2,229,32,1,64,0,12
4.67,0,89,66,77,5,0,7,255,81,0,65,1,10
7.02,0,85,36,84,10,2,4,190,49,0,70,1,12
7.39,0,58,74,52,1,1,2,82,59,2,41,1,1
6.89,0,61,54,78,0,1,6,154,20,0,83,1,2
8.21,0,71,36,63,3,1,4,135,21,1,71,1,2
9.98,3,58,56,46,8,0,7,120,23,0,67,1,12
7.54,1,52,62,39,11,1,4,182,242,1,39,1,7
9.46,0,77,57,62,9,0,1,63,67,0,89,1,3
9.14,0,82,54,73,3,0,0,92,78,1,80,1,8
7.26,0,70,39,89,1,1,0,282,128,0,100,1,6
5.9,1,45,40,100,2,2,6,61,180,0,87,1,5
6.21,1,67,26,34,0,0,2,46,152,2,69,0,8
5.73,0,66,42,62,6,0,8,138,59,0,93,1,1
9.27,3,68,62,96,2,3,1,79,24,1,46,1,2
8.18,1,52,11,92,5,0,4,32,61,0,54,1,5
5.31,5,84,30,68,3,1,3,22,92,2,84,1,4
8.29,0,86,19,70,3,3,3,246,18,0,84,1,10
9.44,5,56,55,75,2,2,3,134,199,0,72,1,9
8.8,3,100,61,80,3,0,1,85,125,1,37,1,1
6.85,4,73,65,59,6,2,1,50,157,0,70,0,11
8.47,0,53,37,54,1,0,2,39,64,0,64,1,2
6.75,5,66,48,46,2,0,10,71,96,0,65,1,3
8.37,1,100,36,73,2,0,0,0,109,0,74,1,5
8.73,0,93,54,39,0,0,3,194,73,0,77,0,6
4.51,0,39,62,75,3,1,7,470,75,0,98,1,12
8.4,0,82,63,44,0,1,5,317,5,0,53,0,11
8.67,0,54,44,71,1,0,9,48,9,2,51,0,11
9.16,4,62,59,86,4,2,5,139,234,0,56,1,9
9.05,0,100,77,49,5,0,5,118,374,1,68,1,11
6.93,1,48,72,57,1,1,3,61,7,0,72,0,10
9.77,0,46,42,60,5,1,2,212,71,1,77,1,10
8.32,1,52,33,100,4,1,9,274,117,0,87,1,8
7.44,3,66,61,78,3,0,4,144,10,1,72,0,9
4.94,0,79,63,50,10,1,0,89,11,0,58,1,2
4.63,5,75,50,70,0,0,0,254,193,0,89,1,8
6.34,0,37,35,30,4,1,1,101,21,1,50,0,7
5.77,1,71,92,74,10,0,5,244,254,3,84,1,12
9.86,0,68,39,78,5,0,5,235,95,0,89,1,8
8.4,2,51,53,62,7,0,0,68,164,0,71,1,11
6.54,0,73,45,72,6,2,0,165,139,1,52,1,1
8.66,0,55,31,72,5,0,0,32,13,0,41,0,7
8.27,0,50,50,83,4,0,2,223,131,1,70,1,12
4.98,1,80,58,30,8,1,3,269,100,2,68,0,10
5.77,1,52,53,62,2,0,8,265,142,1,68,1,3
5.0,0,84,13,58,4,0,6,34,52,2,31,0,7
8.5,0,86,54,53,2,0,2,43,175,3,30,1,12
8.22,3,60,35,66,2,1,5,144,141,0,36,0,10
6.85,4,68,65,73,3,1,2,369,59,0,59,0,8
8.86,0,76,79,40,3,0,3,90,257,2,100,1,11
8.85,0,89,46,36,5,0,5,92,3,0,47,1,9
6.75,2,88,50,69,4,1,2,47,130,0,86,0,11
7.54,0,41,50,70,8,0,0,117,167,0,90,1,10
6.77,1,69,53,77,7,0,0,184,56,0,68,1,10
7.54,1,69,72,21,6,0,1,16,49,0,42,1,4
7.98,0,52,100,74,10,0,0,106,183,0,87,1,3
7.58,0,57,66,63,2,3,4,127,4,0,95,1,7
5.46,0,50,53,40,4,2,0,302,0,2,50,0,6
5.39,1,55,98,51,0,1,4,158,18,0,49,1,1
6.88,1,66,64,24,1,2,4,91,44,0,59,0,8
6.75,0,66,25,73,3,1,1,192,254,0,38,1,4
5.46,3,99,58,68,7,1,1,40,151,0,82,0,11
8.4,1,33,100,49,8,1,0,143,16,3,58,0,6
7.87,0,27,88,70,3,0,8,185,132,2,56,1,4
9.37,2,75,73,62,3,1,0,129,49,1,86,1,12
8.4,0,85,100,49,4,0,0,247,50,2,88,1,12
8.25,0,73,88,55,6,1,2,285,6,1,73,1,8
6.37,0,87,69,35,11,0,5,77,63,0,51,1,10
8.87,0,86,83,75,4,1,5,17,115,3,62,1,4
4.56,0,65,60,47,2,1,6,59,81,1,100,0,9
7.37,1,93,58,63,5,0,6,315,129,1,80,1,5
5.51,0,75,50,64,3,0,3,85,82,0,36,0,12
9.73,1,75,71,85,0,1,1,108,171,0,40,1,6
5.6,2,52,44,93,3,0,2,318,154,0,100,0,11
6.11,1,56,100,82,3,3,0,22,35,0,70,1,8
5.91,0,55,100,66,4,1,2,52,127,0,82,1,1
7.59,5,65,21,100,2,0,1,43,76,0,66,0,12
5.55,2,63,73,85,0,1,5,250,134,0,72,0,7
5.71,1,15,68,62,3,1,4,239,67,0,65,1,3
7.3,1,70,64,34,1,0,8,216,37,0,33,1,4
8.75,0,48,55,56,4,0,0,91,86,1,84,1,12
5.43,0,51,91,37,1,0,6,165,33,0,29,0,8
5.39,1,44,82,57,9,3,9,48,89,2,55,0,6
6.48,0,69,43,5,4,0,8,359,103,0,59,1,3
7.52,0,69,26,44,0,2,0,113,47,1,57,0,9
5.22,0,61,79,87,1,0,6,169,164,0,73,0,9
9.51,0,52,78,54,5,1,5,110,62,0,35,1,5
7.67,0,44,27,49,5,0,3,319,34,2,88,0,9
4.87,0,47,80,75,3,1,2,113,28,1,60,1,11
4.7,1,66,35,58,1,1,6,6,25,0,41,0,7
6.52,5,65,62,65,5,1,0,199,37,1,68,1,1
7.75,0,70,42,67,0,1,0,43,34,1,43,0,12
8.84,4,61,71,71,3,1,0,125,28,0,54,1,5
7.03,0,79,97,65,8,2,4,350,77,0,82,1,7
9.46,0,79,74,72,3,0,7,301,182,4,56,1,3
6.64,0,59,68,32,1,1,6,27,97,2,58,0,9
6.42,1,73,26,60,6,0,7,241,46,3,57,0,8
9.36,4,54,64,60,7,1,0,152,25,0,62,1,10
4.71,5,67,100,41,4,0,1,72,29,2,66,1,2
5.9,1,72,38,58,1,0,9,257,55,0,46,1,8
9.0,4,38,40,64,8,3,3,71,132,0,74,0,12
5.83,3,70,59,59,3,1,2,169,42,0,64,1,11
9.88,0,61,59,57,4,0,0,84,16,0,65,1,5
6.37,0,81,38,60,3,1,7,137,14,1,72,0,11
5.67,1,100,99,60,5,1,3,92,37,3,51,1,5
4.53,0,26,62,90,0,2,2,255,37,1,73,1,4
6.15,0,77,91,26,2,0,1,55,9,0,75,0,9
9.17,0,74,21,83,4,0,7,214,145,2,66,0,6
6.3,0,91,38,65,2,1,0,84,61,3,68,0,10
7.81,2,75,11,72,0,1,1,371,208,0,44,1,9
8.4,1,84,96,52,11,0,4,15,77,0,65,1,5
8.41,0,67,63,92,2,1,3,179,172,0,85,0,6
6.64,0,58,66,55,6,0,5,17,43,3,32,1,1
7.16,1,79,51,52,8,3,6,158,107,0,60,1,7
8.97,1,85,58,68,0,1,5,141,73,1,78,1,9
7.45,0,90,48,79,12,2,8,175,181,0,93,1,1
6.39,0,49,63,98,9,1,3,155,18,0,91,0,12
9.96,0,18,70,56,4,1,7,22,92,0,62,1,5
9.54,0,70,74,84,2,1,0,81,246,1,54,0,9
4.71,1,96,41,71,4,1,3,93,10,1,71,0,7
5.87,0,72,64,59,6,3,0,144,31,1,64,0,6
6.6,1,100,52,57,5,1,4,127,122,0,39,0,6
9.79,0,68,58,29,3,2,6,202,10,0,79,1,12
6.06,2,67,100,100,0,0,1,422,85,1,79,0,9
4.74,5,67,54,31,5,3,0,249,34,0,62,1,9
6.14,0,73,35,60,4,1,0,19,134,2,71,1,4
5.26,1,55,23,78,0,3,4,209,6,2,80,0,6
7.64,0,45,81,63,8,0,2,343,64,0,77,1,1
9.38,0,67,69,42,2,1,5,59,167,4,64,0,10
8.62,1,65,83,48,5,1,7,123,13,1,67,0,6
7.33,1,93,82,79,4,0,3,97,67,1,58,0,12
7.41,0,82,33,64,7,1,6,175,195,0,65,0,11
4.91,0,81,53,20,1,1,6,61,84,0,37,0,6
8.63,4,56,64,65,10,0,7,92,166,0,66,1,4
7.18,2,57,61,85,6,1,3,214,75,1,80,0,7
7.2,1,65,15,60,0,0,0,215,58,5,78,0,10
8.29,2,73,68,39,1,1,3,285,11,1,42,0,6
4.77,4,95,29,52,2,0,4,179,128,1,44,0,12
4.89,0,63,59,96,5,0,2,308,83,0,88,0,8
8.32,0,52,66,76,3,0,7,182,102,0,36,1,12
5.46,0,68,33,20,0,0,2,225,19,2,60,0,11
8.96,1,89,100,54,7,0,4,85,98,1,72,1,2
6.46,0,59,84,84,6,2,9,99,62,4,71,1,9
5.23,0,64,82,67,2,2,0,165,150,1,70,0,11
5.05,0,66,68,14,7,0,3,37,141,0,100,0,9
6.83,0,59,76,57,0,0,9,374,136,2,34,0,10
8.32,0,83,70,78,0,0,4,32,84,4,65,1,9
5.11,0,59,54,80,3,1,1,34,68,0,24,1,9
9.05,1,100,80,75,3,1,0,52,223,0,71,0,9
8.0,4,80,44,36,4,1,2,387,20,1,100,1,11
5.05,3,59,32,56,3,0,0,166,42,0,62,0,11
8.57,1,69,46,64,12,0,0,222,110,0,99,1,5
8.38,0,23,32,86,3,0,2,25,81,0,42,0,10
4.64,0,67,39,52,7,0,2,317,146,3,71,1,2
5.51,2,63,71,70,2,0,6,96,6,1,68,0,9
9.7,0,63,50,67,10,1,1,155,179,1,67,1,1
9.05,0,77,26,44,7,1,5,18,12,0,78,1,7
9.63,2,60,39,95,5,1,1,381,47,0,22,0,11
8.5,1,65,58,82,5,0,4,134,79,0,50,1,3
5.97,0,71,43,58,3,0,4,350,15,0,67,0,10
5.17,2,86,47,50,0,1,8,262,58,1,83,0,11
5.02,2,49,49,38,1,0,2,107,153,0,31,0,10
5.4,1,53,55,41,3,0,5,140,35,0,80,0,7
6.81,5,60,55,73,10,0,0,172,96,0,34,0,11
6.69,1,74,51,77,9,1,9,53,31,0,51,0,9
8.55,0,90,71,81,0,0,8,78,117,1,48,1,1
9.96,3,66,39,54,1,1,5,338,13,4,61,1,5
4.97,3,77,66,82,5,0,3,98,70,0,84,1,8
9.25,5,85,56,83,2,0,1,21,65,4,77,0,9
8.6,1,78,49,79,6,1,6,1,44,1,58,1,4
8.99,0,56,58,35,6,0,6,14,63,1,88,1,12
6.91,1,70,67,66,0,0,6,160,30,3,66,1,12
7.72,1,98,66,40,3,0,6,69,144,1,82,1,10
7.19,2,85,99,62,8,1,2,452,122,0,70,1,11
8.05,1,51,42,58,0,0,1,91,13,0,96,0,7
5.48,0,83,66,59,0,0,6,166,200,1,51,1,1
9.43,0,87,67,84,1,1,8,203,148,0,75,1,3
7.34,1,55,51,66,1,0,1,118,67,3,76,1,12
5.55,0,51,49,49,3,0,7,257,38,1,73,1,3
4.91,0,58,58,66,6,1,6,457,92,0,63,0,9
7.9,0,98,57,61,1,0,5,111,142,1,66,1,6
7.52,1,52,48,42,0,0,0,81,100,0,78,1,10
4.51,1,66,88,38,6,0,7,123,109,0,47,0,11
9.72,1,82,32,56,3,1,8,209,23,0,59,1,4
5.16,0,81,54,57,2,1,0,4,18,0,73,0,7
5.82,0,67,70,63,2,0,7,146,154,0,50,1,3
8.34,0,49,93,75,6,0,2,135,98,0,62,1,10
4.91,2,49,81,58,9,0,1,101,133,0,79,0,6
6.77,1,66,69,74,5,1,5,139,95,1,72,1,4
7.11,0,80,71,95,3,0,4,212,26,0,69,1,2
7.88,2,100,59,45,2,0,0,211,27,0,56,1,11
9.1,0,53,68,55,7,3,5,345,43,0,100,1,2
6.34,1,57,68,50,7,1,1,35,157,1,48,1,12
7.55,0,56,67,63,4,0,3,171,156,0,52,1,11
6.11,0,65,53,30,1,0,4,246,122,0,86,0,10
8.13,1,74,89,56,2,1,1,295,130,0,48,1,9
8.64,0,71,27,48,5,0,3,27,95,0,93,1,9
8.97,0,46,64,90,1,0,0,67,146,0,38,0,8
8.09,2,94,43,61,5,0,7,328,50,0,34,1,8
6.15,0,72,60,92,8,1,2,54,177,0,40,1,4
4.62,0,77,48,51,3,1,3,102,138,0,35,0,12
9.39,1,58,51,76,4,0,1,34,50,0,51,1,7
7.88,0,63,66,58,0,0,1,115,7,0,71,1,6
8.62,0,75,48,62,4,0,5,10,154,0,57,1,10
6.89,0,64,66,57,1,0,3,119,22,0,42,1,7
5.68,1,62,64,100,4,2,0,297,52,0,43,0,10
5.77,1,69,42,71,2,1,5,249,26,1,82,1,7
8.71,0,80,39,3,5,0,0,23,17,0,67,1,6
4.63,1,75,60,79,3,1,2,75,8,0,51,0,11
4.59,3,70,100,66,6,1,3,71,221,2,76,0,9
8.19,2,79,17,100,6,1,5,203,19,0,52,1,5
6.77,1,56,40,57,3,3,5,21,17,0,73,0,10
4.51,0,49,54,39,5,0,3,97,112,0,62,0,12
7.74,2,60,65,66,7,0,0,255,23,2,71,0,7
9.51,0,92,66,80,5,1,2,65,84,1,51,0,11
6.54,5,100,96,47,3,0,5,281,5,0,37,0,10
7.87,2,80,54,55,2,1,2,77,88,0,87,0,9
5.37,0,73,81,67,2,0,0,347,51,1,79,1,5
9.13,1,40,45,72,0,2,8,51,63,0,80,1,2
7.35,1,47,26,47,4,1,7,66,95,0,57,0,8
9.52,3,32,80,30,3,0,5,89,133,0,81,0,12
7.89,0,54,55,62,3,0,4,59,173,1,66,0,9
8.11,0,87,34,87,7,0,7,50,44,3,65,1,12
8.68,3,64,72,97,2,2,2,40,24,0,89,1,1
9.32,2,31,59,49,7,0,4,202,46,0,58,1,9
4.74,0,96,61,59,4,1,0,257,17,0,62,1,9
7.85,2,44,65,61,2,1,5,189,41,1,74,1,7
9.14,0,36,44,77,4,0,5,24,176,0,39,0,7
9.96,2,58,58,45,2,0,0,186,70,4,91,1,7
6.08,1,61,77,78,9,0,2,290,156,0,46,0,12
4.92,3,68,49,21,5,1,1,190,0,0,75,0,8
9.75,0,52,68,57,0,1,3,219,86,0,72,1,2
4.94,3,83,65,48,1,2,5,227,33,4,66,0,8
8.86,0,53,26,51,7,0,1,79,157,0,68,0,6
6.71,0,78,91,58,0,0,2,131,87,1,93,1,8
4.83,0,39,49,86,0,0,4,254,117,1,100,0,10
